academy_id, academy_name, road_address, building, address, sido, sigungu, dong, zip_code, latitude, longitude
480,매쓰블릭학원, 인천 부평구 체육관로 20, 유림프라자, 인천 부평구 삼산동 462-4, 인천, 부평구, 삼산2동, 403866, 126.73395219611993, 37.50834172307704
481,매쓰앤랭귀지전문단과학원, 인천 남동구 경인로 520, 탑프라자2, 인천 남동구 간석동 520, 인천, 남동구, 간석1동, 405809, 126.69705595741712, 37.460777093695384
482,매쓰탑(MathTop)학원, 인천 서구 청마로167번길 3, 대우프라자, 인천 서구 당하동 1097-9, 인천, 서구, 검단4동, 404310, 126.67627450062163, 37.59213800576246
483,매쓰탑수학전문학원, 인천 연수구 원인재로 14, 무지개마을아파트, 인천 연수구 동춘동 931, 인천, 연수구, 동춘2동, 406703, 126.67002722286276, 37.4012847261104
484,매쓰파크(Math-park)학원, 인천 계양구 장기로 33, , 인천 계양구 장기동 134-3, 인천, 계양구, 계양1동, 407470, 126.73422576674521, 37.579142676528086
485,매쓰플라넷학원, 인천 남동구 석산로 186, 정원빌딩, 인천 남동구 간석동 143-4, 인천, 남동구, 간석2동, 405802, 126.71272732535176, 37.460549529865666
486,매쓰홀릭(MathHolic)수학전문학원, 인천 서구 솔빛로 20, 도영프라자, 인천 서구 경서동 981-3, 인천, 서구, 청라3동, 404170, 126.62355632559152, 37.52356029136567
487,매쓰홀릭특목고등수학학원, 인천 서구 청라에메랄드로102번길 8, 우성메디피아, 인천 서구 연희동 793-1, 인천, 서구, 청라1동, 404180, 126.65682152279595, 37.5339798579965
488,매직탑학원, 인천 연수구 인천타워대로132번길 24, 송도모아프라자, 인천 연수구 송도동 8-4, 인천, 연수구, 송도1동, , 126.64324843272355, 37.385680623621425
489,매화수학학원, 인천 연수구 해돋이로120번길 23, 아크리아빌딩2, 인천 연수구 송도동 3-7, 인천, 연수구, 송도1동, 406840, 126.6507968254847, 37.394226789334475
490,맥밀란보습학원, 인천 남동구 구월말로27번길 30, , 인천 남동구 구월동 1302-49, 인천, 남동구, 구월4동, 405839, 126.72284728187316, 37.45155999250135
491,맥수학학원, 인천 남구 낙섬중로 36, , 인천 남구 용현동 617-60, 인천, 남구, 용현5동, 402834, 126.63745785100488, 37.45133610821134
492,맥스수학전문학원, 인천 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운, 인천 연수구 송도동 149, 인천, 연수구, 송도3동, 406840, 126.66512951020766, 37.38923695945889
493,맥스영수학원, 인천 서구 청라에메랄드로102번길 10, 청라리치아노, 인천 서구 연희동 792-1, 인천, 서구, 청라1동, 404180, 126.65747343351242, 37.533931294811154
494,맥쓰영수학원, 인천 서구 승학로 565, 진영프라자, 인천 서구 검암동 507-7, 인천, 서구, 검암경서동, 404842, 126.68230267966085, 37.56658427774191
495,맥에듀영수단과학원, 인천 부평구 영성로 46, , 인천 부평구 삼산동 88-14, 인천, 부평구, 삼산1동, 403862, 126.7444045027252, 37.51978589903867
496,맥하이탑학원, 인천 계양구 주부토로 468, 삼천리아파트, 인천 계양구 작전동 34-5, 인천, 계양구, 작전1동, 407785, 126.72829264903915, 37.53577330392623
497,맥학원, 인천 남동구 논고개로 77, 에코타워, 인천 남동구 논현동 746-4, 인천, 남동구, 논현고잔동, 405300, 126.72625494073817, 37.39843688949057
498,메가메쓰학원, 인천 남동구 구월로 75-1, , 인천 남동구 간석동 510-31, 인천, 남동구, 간석1동, 405809, 126.6989010723461, 37.457278685841985
499,메가수학학원, 인천 서구 청라루비로 93, 루비타워, 인천 서구 경서동 950-9, 인천, 서구, , , 126.64010661937665, 37.533414732194075
500,메가프라임뮤엠영어학원, 인천 중구 운남서로 7, 영종 자이, 인천 중구 운남동 1550, 인천, 중구, 영종동, 400812, 126.53133843643636, 37.48792567524024
501,메가플러스학원, 인천 계양구 까치말로 20, , 인천 계양구 작전동 636-8, 인천, 계양구, 작전서운동, 407060, 126.73629650406794, 37.52739053499499
502,메사학원, 인천 연수구 먼우금로188번길 12, 이리옴3빌딩, 인천 연수구 연수동 599-1, 인천, 연수구, 연수2동, 406818, 126.67650758434922, 37.41340869078462
503,메이저학원, 인천 남동구 서창남순환로 222, 센타프라자, 인천 남동구 서창동 707-1, 인천, 남동구, , 405260, 126.74947489515048, 37.42415294562587
504,메이플영수학원, 인천 계양구 황어로126번길 2, C.I PLAZA, 인천 계양구 장기동 138-11, 인천, 계양구, 계양1동, 407470, 126.73476823188489, 37.579406986130365
